Сверло Гранит 4.2х75/43 HSS G,115117
Сверло Гранит 5.5 HSS G,115117
Сверло Гранит 2.5х57/30 HSS G,115117
Сверло Гранит 4.8 HSS G,115117
Сверло Гранит 3.5 HSS Co,115117
Сверло Гранит 12.0 HSS G,115117
Сверло Гранит 3.0х61/33 HSS Co,115117
Сверло Гранит 6.8х109/69 HSS G,115117
Сверло Гранит 8.5 HSS G,115117
Сверло Гранит 2.5х57/30 HSS Co,115117
Сверло Гранит 6.0х93/57 HSS Co,115117
Сверло Гранит 4.2 HSS Co,115117
Сверло Гранит 6.8 HSS Co,115117
Сверло Гранит 3.3х65/36 HSS G,115117
Сверло Гранит 7.5 HSS Co,115117
Сверло Гранит 1.5х40/18 HSS G,115117
Сверло Гранит 7.5х109/69 HSS G,115117
Сверло Гранит 8.0х117/75 HSS Co,115117
Сверло Гранит 2.0х49/24 HSS G,115117
Сверло Гранит 10.0х133/87 HSS G,115117
Сверло Гранит 4.0х75/43 HSS G,115117
Сверло Гранит 3.0х61/33 HSS G,115117
Сверло Гранит 5.0 HSS Co,115117
Сверло Гранит 4.8 HSS Co,115117
Сверло Гранит 1.0х34/12 HSS G,115117
Сверло Гранит 3.2х65/36 HSS G,115117
Сверло Гранит 6.5 HSS G,115117
Сверло Гранит 6.5х101/63 HSS Co,115117
Сверло Гранит 4.0  HSS Co,115117
Сверло Гранит 1.0х34/12 HSS Co,115117
Сверло Гранит 8.0х117/75 HSS G,115117
Сверло Гранит 9.0  HSS G,115117
Сверло Гранит 11.0х142/94 HSS G,115117
Сверло Гранит 9.5х125/81 HSS G,115117
Сверло Гранит 6.0 HSS G,115117
Сверло Гранит 12.5х151/101 HSS G,115117
Сверло Гранит 5.0 HSS G,115117
Сверло Гранит 5.5х93/57 HSS Co,115117
Сверло Гранит 3.5х70/39 HSS G,115117
Сверло Гранит 11.5х142/94 HSS G,115117
Сверло Гранит 10.2х133/87 HSS G,115117
Сверло Гранит 10.5 HSS G,115117
Сверло Атака 7.0мм титан,115117
Сверло Атака 2.0 мм титан,115117
Сверло Атака 4.5мм титан,115117
Сверло Атака 1.5 мм титан,115117
Сверло Атака 12 мм титан,115117
Сверло Атака 1мм титан,115117
Сверло Атака 3.3 мм титан,115117
Сверло Атака 5.0 мм титан,115117
Сверло Атака 5.5мм титан ,115117
Сверло Атака 8.0 мм титан,115117
Сверло ВИЗ ц/х 7.9,115117
Сверло ВИЗ ц/х 7.8,115117
Сверло ВИЗ ц/х 6.1мм,115117
Сверло ВИЗ ц/х 7.7,115117
Сверло ВИЗ 8.0 (кл.А),115117
Сверло ВИЗ ц/х. 4.3 кобальт,115117
Сверло ВИЗ 6.0,115117
Сверло ВИЗ ц/х 18.5,115117
Сверло ВИЗ ц/х 17.5,115117
Сверло ВИЗ ц/х 7.6 ,115117
Сверло MATRIX  Ф3.5мм,115117
Сверло ВИЗ ц/х  2.3	,115117
Сверло MATRIX Ф3.0мм,115117
Сверло MATRIX Ф4.0мм,115117
Сверло MATRIX  Ф2.0мм ,115117
Сверло ВИЗ ц/х 15,115117
Сверло ВИЗ ц/х 16.5,115117
Сверло ВИЗ ц/х 17.5,115117

